timestamp,farmerId,eventType,disease,cropType,co2SavedKg,waterSavedLiters,location,incomeImpactKsh,adviceGiven,conversationId
2025-11-26T19:30:53.521Z,anon,voice_text,None,,0.4,100,Kenya,0,"Shukrani kwa swali lako! **Tomato blight** ni ugonjwa unaoathiri nyanya, unaosababishwa na fangasi (mold) au bacteria. Kuna aina kuu mbili:

1. **Early blight** (*Alternaria solani*) – Huonekana kama madoa ya duara yenye rangi ya hudhurungi kwenye majani, mara nyingi yana miduara kama pete. Majani yanaweza kunyauka na kudondoka.
2. **Late blight** (*Phytophthora infestans*) – Huu ni mkali zaidi. Huleta madoa makubwa meusi yenye unyevunyevu kwenye majani, shina, na hata matunda. Matunda yanaweza ",
2025-11-26T19:38:15.227Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko poa rafiki yangu! Asante kwa kuuliza. Na wewe uko aje leo? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri wa shamba, niko hapa kusaidia. Karibu!",
2025-11-26T19:38:34.863Z,anon,voice_text,None,,0.4,100,Kenya,0,"Karibu sana! Hivi sasa, huwezi kupakia picha moja kwa moja hapa. Lakini unaweza kuelezea dalili unazoziona kwenye mimea yako ya nyanya—kwa mfano, majani yamebadilika rangi, kuna madoa, au matunda yanaharibika. Nieleze kwa undani, nitakusaidia kugundua tatizo na kukupa ushauri bora wa matibabu na mbinu za kilimo rafiki kwa mazingira.",
2025-11-26T19:39:06.803Z,anon,voice_text,None,,0.4,100,Kenya,0,"Samahani rafiki, kwa sasa huwezi kupakia picha hapa moja kwa moja. Lakini unaweza kuelezea dalili za mimea yako kwa undani—mfano, rangi ya majani, mabaka, harufu, au mabadiliko mengine. Nipe maelezo mengi iwezekanavyo, nami nitakusaidia kugundua tatizo na kutoa ushauri bora wa kilimo.

Ukihitaji msaada wa kutambua ugonjwa au wadudu, niambie:

- Jina la mmea (mfano: mahindi, nyanya, viazi n.k.)
- Dalili unazoona (mfano: majani yanageuka njano, kuna mashimo, au kuoza)
- Umri wa mmea na hali ya sha",
2025-11-26T19:39:36.466Z,anon,voice_text,None,,0.4,100,Kenya,0,"Pole sana kwa changamoto hiyo! Majani yenye madoa meusi na majeraha yanaweza kusababishwa na magonjwa au wadudu. Tafadhali nijulishe ni mmea gani unaougua (mfano: nyanya, mahindi, mboga, n.k.), na kama unaweza, eleza kama kuna harufu mbaya, majani yananyauka, au kuna ukungu.

**Sababu zinazowezekana:**
1. **Kuvu (fungus):** Mara nyingi madoa meusi husababishwa na magonjwa ya kuvu kama vile blight au leaf spot.
2. **Wadudu:** Wadudu kama thrips au beetle wanaweza kuuma majani na kuacha majeraha.
",
2025-11-26T19:45:27.214Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha hii. Hii ni mimea ya nyanya iliyoathirika.

**Ugonjwa:**  
Nyanya zako zimeathiriwa na ugonjwa unaoitwa **Late Blight** (Kuoza kwa kuchelewa), kwa Kiswahili tunaita **Kuoza Kuchelewa** au **Kuoza Chelewa**. Ugonjwa huu husababishwa na fangasi aitwaye *Phytophthora infestans*. Dalili kuu ni madoa meusi kwenye matunda na majani, na kuoza kwa sehemu za juu za matunda.

---

### Matibabu na Kinga

1. **Ondoa Mimea Iliyoathirika:**  
   Katakata na kuchoma majani na matunda ya",
2025-11-26T20:01:49.511Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko salama kabisa rafiki yangu! Asante kwa kuuliza. Na wewe je, uko salama? Leo ungependa kujua nini kuhusu kilimo? Niko hapa kukusaidia na ushauri wowote wa shamba, magonjwa ya mimea, au mbinu bora za kilimo. Karibu!",
2025-11-26T20:09:52.600Z,anon,voice_text,None,,0.4,100,Kenya,0,"Shukrani kwa swali lako! ""Tomato blight"" kwa Kiswahili tunaita **kulegea au kuoza kwa nyanya**. Ni ugonjwa unaoathiri mimea ya nyanya, unasababishwa na fangasi (kama vile Phytophthora infestans kwa Late Blight, au Alternaria solani kwa Early Blight).

**Dalili za tomato blight:**
- Majani yanapata madoa ya kahawia au meusi.
- Majani yananyauka na kudondoka.
- Matunda ya nyanya yanapata madoa meusi, yanaharibika na kuoza.
- Mashina yanaweza kupata michirizi au madoa.

**Matibabu na Kinga:**
1. ",
2025-11-26T20:11:43.729Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko poa rafiki! Asante kwa kuuliza. Na wewe uko aje? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri wa shamba, niko hapa kukusaidia. Karibu!",
2025-11-26T20:12:12.959Z,anon,voice_text,None,,0.4,100,Kenya,0,"Pole sana kwa changamoto hiyo! Wadudu weusi kwenye nyanya mara nyingi huwa ni **aphids (funza weusi wadogo)**, **thrips**, au **spider mites**. Wadudu hawa wanaweza kusababisha majani kunyauka, kugeuka njano, au matunda kudhoofika.

**Hatua za haraka za kuchukua:**

1. **Angalia wadudu vizuri:** Tazama chini ya majani na kwenye mashina. Wadudu ni wadogo sana, weusi au kijani, na wanashikamana kwa makundi.
2. **Ondoa kwa mikono:** Kama ni wachache, unaweza kuwapukutisha kwa mkono au kutumia maji ",
2025-11-26T20:19:24.495Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko salama kabisa rafiki yangu! Asante kwa kuuliza. Na wewe je, uko aje? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri wa shamba, niko tayari kusaidia. Karibu sana!",
2025-11-26T20:20:13.018Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha hii. Hii ni mimea ya nyanya iliyoathirika na ugonjwa unaoitwa **Late Blight** (Kuoza kwa nyanya kwa kuchelewa), kwa Kiswahili tunaita **Kuoza kwa Nyanya** au **Kuoza Chelewa**. Ugonjwa huu unasababishwa na fangasi aitwaye *Phytophthora infestans*.

**Dalili:**
- Matunda ya nyanya yana madoa meusi au ya kahawia, yanayooza na kuwa na maji maji.
- Majani yanakauka na kuwa na madoa meusi.
- Mimea yote inaweza kunyauka haraka.

---

### Matibabu na Udhibiti

1. **Ondoa mimea i",
2025-11-26T20:21:52.094Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"**Tathmini ya Picha:**

Hii ni picha ya jani la mboga (inaonekana kama sukuma wiki au kabichi) ambalo limeathirika na ugonjwa. Kuna maeneo ya kahawia na makavu pembezoni mwa jani.

**Ugonjwa:**
Huu ni ugonjwa wa **Bacterial Leaf Spot** au **Blight** (madoa ya bakteria), ambao husababisha madoa ya kahawia, makavu na kupasuka pembezoni mwa majani. Mara nyingi husababishwa na bakteria kama *Xanthomonas campestris*.

**Matibabu:**
1. **Ondoa Majani Yaliyoathirika:** Kata na uondoe majani yaliyo na m",
2025-11-26T20:24:43.222Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko vizuri rafiki yangu! Asante kwa kuuliza. Na wewe je, uko aje? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri kuhusu shamba lako, niko hapa kusaidia. Karibu!",
2025-11-26T20:25:23.168Z,anon,voice_text,None,,0.4,100,Kenya,0,"Shikamoo mkulima! **Tomato blight** (kwa Kiswahili: ""kutu ya nyanya"" au ""ugonjwa wa madoa ya nyanya"") ni ugonjwa unaoshambulia mimea ya nyanya na kusababisha majani, shina, na matunda kuoza au kukauka. Kuna aina kuu mbili:

1. **Early blight** (Kutu ya mapema): Husababishwa na fangasi aitwaye *Alternaria solani*. Dalili ni madoa ya duara yenye miduara ndani yake kwenye majani, na majani huanza kudondoka.
2. **Late blight** (Kutu ya kuchelewa): Husababishwa na fangasi aitwaye *Phytophthora in",
2025-11-26T21:05:36.836Z,anon,voice_text,None,query,0.4,100,Kenya,0,"Tomato blight ni ugonjwa unaoshambulia mimea ya nyanya, husababisha majani na matunda kuoza au kukauka. Kuna aina mbili kuu:

1. **Early blight (Blight ya mapema):**  
Hutokea kwenye majani ya chini, inaonyesha madoa ya kahawia yenye duara na mistari. Mimea inaweza kudhoofika na matunda kuharibika.

2. **Late blight (Blight ya kuchelewa):**  
Hutokea wakati wa baridi na mvua nyingi. Inasababisha majani kuwa na madoa ya maji na matunda kuoza haraka.

**Dalili:**  
- Majani kuwa na madoa ya kahawi",
2025-11-26T21:26:13.536Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko salama kabisa! Asante kwa kuuliza. Na wewe uko aje? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri wa shamba, niko hapa kusaidia. Karibu!",
2025-11-26T21:26:30.235Z,anon,voice_text,None,,0.4,100,Kenya,0,"Tomato blight ni ugonjwa unaoshambulia nyanya, husababisha majani ya nyanya kuwa na madoa ya kahawia, kijivu au nyeusi, na baadaye kunyauka na kuanguka. Kuna aina mbili kuu:

1. **Early blight (Blight ya mapema):** Inasababishwa na fangasi *Alternaria solani*. Dalili ni madoa ya duara na mistari kwenye majani ya chini, shina na hata matunda.

2. **Late blight (Blight ya kuchelewa):** Inasababishwa na fangasi *Phytophthora infestans*. Dalili ni madoa ya maji maji, kijivu au nyeusi, na huenea hara",
2025-11-26T21:26:54.024Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha hii. Kutazama kwa makini, nyanya zako zinaonekana zimeathirika na ugonjwa unaoitwa **Late Blight** (Kuoza kwa kuchelewa au Kuoza kwa nyanya). Ugonjwa huu husababishwa na fangasi aitwaye *Phytophthora infestans*.

### Dalili
- Matunda ya nyanya yamekuwa na madoa meusi, laini na yanakufa haraka.
- Majani yamekauka na yana madoa ya kahawia au meusi.
- Ugonjwa huu huenea haraka wakati wa hali ya unyevu na mvua nyingi.

---

### Matibabu na Udhibiti
1. **Ondoa mimea iliyoathir",
2025-11-26T21:42:30.623Z,anon,voice_text,None,,0.4,100,Kenya,0,"Weevils ni wadudu wadogo wenye mdomo mrefu kama pua, wanaonekana kama mende wadogo. Mara nyingi wanashambulia nafaka kama mahindi, maharagwe, mchele, na ngano. Weevils huingia kwenye ghala au gunia na kuharibu chakula kwa kula ndani, wakifanya mashimo madogo.

Dalili za mashambulizi ya weevils:
- Nafaka au mbegu zina mashimo madogo
- Kuna unga au vumbi laini karibu na nafaka
- Unaweza kuona wadudu wadogo wakitembea kwenye nafaka

Njia za kudhibiti weevils:
1. **Kusafisha ghala**: Safisha ghala k",
2025-11-26T22:25:48.836Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha. Hii ni ugonjwa wa **Late Blight** (Kuoza kwa nyanya), kitaalamu huitwa *Phytophthora infestans*. Ugonjwa huu hushambulia nyanya na viazi, na mara nyingi huonekana wakati wa mvua nyingi au unyevu mwingi.

**Dalili:**
- Matunda ya nyanya yana madoa meusi au ya hudhurungi, yanayooza haraka.
- Majani yanakauka na kuwa na madoa meusi.
- Mimea yote inaweza kunyauka na kufa haraka.

---

### Matibabu na Kinga

1. **Ondoa mimea iliyoathirika:** Katakata na choma au zika mabaki y",
2025-11-26T22:49:42.819Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko poa sana, asante kwa kuuliza! Nawe uko aje leo? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri wa shamba, niko hapa kukusaidia. Karibu!",
2025-11-26T22:49:57.183Z,anon,voice_text,None,,0.4,100,Kenya,0,"Tomato blight ni ugonjwa unaoathiri mimea ya nyanya, husababisha majani kuwa na madoa ya kahawia, manjano au meusi, na baadaye nyanya zinaharibika na kuoza. Kuna aina kuu mbili za blight:

1. **Early blight (Blight ya mapema):** Husababishwa na fangasi (Alternaria solani). Dalili ni madoa ya duara na mistari kwenye majani ya chini, baadaye majani yanakauka.
2. **Late blight (Blight ya kuchelewa):** Husababishwa na vimelea (Phytophthora infestans). Dalili ni madoa ya maji maji kwenye majani, matu",
2025-11-26T22:50:14.646Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"**Ugonjwa:**  
Hii ni dalili ya ugonjwa wa **Late Blight** (Kuoza kwa nyanya kutokana na fangasi, kitaalamu Phytophthora infestans). Unaonekana kwa madoa meusi kwenye matunda na majani, na kuoza haraka.

---

**Matibabu & Kinga:**

1. **Ondoa mimea iliyoathirika:** Kata na choma au zika majani na matunda yaliyoathirika ili kuzuia kuenea.
2. **Tumia dawa za kuua fangasi:** Tumia fungicide kama Ridomil Gold, Dithane M-45, au Copper oxychloride. Fuata maelekezo ya dawa.
3. **Epuka kumwagilia juu ya",
2025-11-27T06:49:03.712Z,anon,voice_text,None,,0.4,100,Kenya,0,"Habari ya asubuhi! Karibu sana. Naweza kusaidia vipi leo kwenye shamba lako? Kama kuna ugonjwa wa mimea, shida ya maji, au unataka ushauri wa kilimo rafiki kwa mazingira, niambie tu.",
2025-11-27T06:49:17.108Z,anon,voice_text,None,,0.4,100,Kenya,0,"Tomato blight ni ugonjwa unaoathiri mimea ya nyanya, husababisha majani na matunda kuoza, kukauka, na mimea kufa haraka. Kuna aina mbili kuu:

1. **Early blight (Blight ya mapema)**  
- Dalili: Madoa ya kahawia kwenye majani, mara nyingi yana duara na mistari ya mviringo. Majani yanaweza kunyauka na kuanguka.
- Husababishwa na fangasi (Alternaria solani).

2. **Late blight (Blight ya kuchelewa)**  
- Dalili: Madoa ya kijivu au kahawia kwenye majani, shina, na matunda. Matunda yanaweza kuoza hara",
2025-11-27T06:49:37.948Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Ahsante kwa kutuma picha hii. Hapa naona nyanya zako zimeathirika na ugonjwa unaoitwa **Late Blight** (Kuoza kwa kuchelewa) au kwa Kiswahili, **Kuoza Chelewa**. Ugonjwa huu husababishwa na fangasi aitwaye *Phytophthora infestans*.

**Dalili:**
- Matunda ya nyanya yana mabaka meusi, laini na yanayooza.
- Majani yamekauka na kuwa na mabaka ya kahawia au meusi.
- Ugonjwa huu huenea haraka wakati wa hali ya unyevunyevu na baridi.

---

### Matibabu na Udhibiti

1. **Ondoa mimea iliyoathirika:** Kata",
2025-11-27T07:59:50.901Z,anon,voice_text,None,,0.4,100,Kenya,0,"Niko salama kabisa, rafiki yangu! Asante kwa kuuliza. Na wewe uko aje leo? Kama una swali lolote kuhusu kilimo, magonjwa ya mimea, au unahitaji ushauri, niko hapa kusaidia. Karibu sana!",
2025-11-27T08:01:08.234Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha. Hii ni dalili ya ugonjwa wa **Late Blight** (Kuoza kwa nyanya kwa kuchelewa) unaosababishwa na fangasi aitwaye *Phytophthora infestans*.

### Dalili
- Matunda ya nyanya yana mabaka meusi, laini na yanayooza.
- Majani yamekauka na kuwa na mabaka meusi.
- Ugonjwa huu huenea haraka hasa wakati wa unyevu na mvua nyingi.

---

### Matibabu na Udhibiti

1. **Ondoa mimea iliyoathirika:** Katakata na zika mbali majani na matunda yaliyoathirika. Usiyatupe shambani.
2. **Tumia daw",
2025-11-27T08:02:10.189Z,anon,image_diagnosis,Detected from photo,,0.8,250,Kenya,0,"Asante kwa kutuma picha ya mmea wako. Kutazama majani haya, inaonekana mmea wa sukuma wiki au kabichi umeathiriwa na ugonjwa unaofanana na **kiungulia (Downy mildew)** au **koga ya majani**. Dalili kuu ni madoa ya kahawia au kijivu kwenye kingo za majani, ambayo baadaye hukauka na kuwa makavu.

### Ugonjwa
- **Jina:** Koga ya majani (Downy mildew)
- **Dalili:** Madoa ya hudhurungi au kijivu pembeni mwa jani, majani hukauka na kupinda.

### Matibabu
1. **Ondoa majani yaliyoathirika**: Katakata na",
2025-11-27T08:07:29.864Z,anon,voice_text,None,,0.4,100,Kenya,0,"Asante sana! Pia nawe uwe na siku njema. Kama unahitaji ushauri wa kilimo au msaada wowote kuhusu mimea yako, niko hapa kukusaidia. Usiogope kuuliza!",
2025-11-27T18:18:39.928Z,voice_user,voice_query,Detected from photo,,0.4,100,Kenya,0,Habari! Karibu sana. Niko hapa kukusaidia na maswali yoyote kuhusu kilimo. Ungependa kujua nini leo?,
2025-11-27T20:05:01.862Z,anon,text_voice_query,au magonjwa ya mimea,,0.4,100,Kenya,0,"Asante sana! Karibu uniulize maswali yoyote kuhusu kilimo, mimea, au magonjwa ya mimea. Niko hapa kukusaidia kwa lugha rahisi na yenye upendo. Umeandaa swali au picha ya shamba lako?",
2025-11-27T20:05:13.231Z,anon,text_voice_query,sioni picha yoyote kwenye ujumbe wako,,0.4,100,Kenya,0,"Samahani, sioni picha yoyote kwenye ujumbe wako. Tafadhali jaribu kupakia tena picha ili niweze kukusaidia vizuri. Niko hapa kukusaidia na ugonjwa wowote wa mimea au mifugo!",
2025-11-27T20:05:29.079Z,anon,image_diagnosis,Kuoza kwa majani kutokana,,0.8,250,Kenya,0,"Asante kwa kutuma picha mkulima! Huu ni ugonjwa wa **Bacterial Soft Rot** (Kuoza kwa majani kutokana na bakteria), ambao huathiri sana mboga kama sukuma wiki, kabichi na spinach. Dalili kuu ni majani kuoza kuanzia pembeni, kuwa na rangi ya kahawia au kijivu, na wakati mwingine kutoa harufu mbaya.

**Matibabu na Kinga:**
1. **Ondoa majani yaliyoathirika** na uyatumbukize mbali na shamba.
2. **Epuka kumwagilia maji kupita kiasi** – maji mengi huchangia kuenea kwa ugonjwa.
3. **Panda kwa nafasi** i",
2025-11-27T20:10:10.390Z,anon,error,Hitilafu,,0,0,Kenya,0,Server error,
2025-11-27T20:10:29.987Z,anon,text_voice_query,Hakuna,,0.4,100,Kenya,0,"**UGONJWA: Hakuna**

Samahani, sijaona picha yoyote au dalili za ugonjwa kwenye ujumbe wako. Tafadhali tuma picha ya mmea au eleza zaidi kuhusu tatizo ili niweze kukusaidia vizuri.",
2025-11-27T20:11:02.767Z,anon,error,Hitilafu,,0,0,Kenya,0,Server error,
2025-11-27T20:13:57.481Z,anon,image_diagnosis,Late Blight (Kuoza kwa Nyanya kwa kuchelewa),,0.8,250,Kenya,0,"**UGONJWA: Late Blight (Kuoza kwa Nyanya kwa kuchelewa)**

Ushauri:
1. Ondoa na haribu matunda na majani yaliyoathirika ili kuzuia kuenea kwa ugonjwa.
2. Tumia dawa za kuua fangasi (fungicide) kama vile mancozeb au copper-based fungicides mara moja unapogundua dalili.
3. Panda nyanya kwa nafasi ili kuruhusu hewa kupita vizuri na epuka kumwagilia juu ya majani.
4. Badilisha shamba (crop rotation) na usipande nyanya au viazi sehemu ile ile kila msimu.
5. Hakikisha shamba lako ni safi na usitumie m",
2025-11-27T20:17:50.982Z,anon,image_diagnosis,Downy Mildew (Ukungu Majani),,0.8,250,Kenya,0,"UGONJWA: Downy Mildew (Ukungu Majani)

Hali ya Mazao:
• Madoa ya kahawia pembezoni mwa majani 🟤
• Majani yanakauka na kunyauka 🍂
• Ukungu mweupe chini ya majani

Matibabu ya Haraka:
1. Ondoa majani yaliyoathirika shambani 🗑️
2. Nyunyizia dawa ya kuua ukungu (fungicide) kama Ridomil Gold au Copper oxychloride 💧
3. Hakikisha shamba lina hewa ya kutosha kwa kupunguza msongamano wa mimea

Kinga ya Baadaye:
• Panda mbegu zinazostahimili magonjwa 🌱
• Epuka kunyunyizia maji juu ya majani na hakiki",
2025-11-27T20:20:12.335Z,anon,image_diagnosis,Late Blight (Kuoza kwa Nyanya),,0.8,250,Kenya,0,"UGONJWA: Late Blight (Kuoza kwa Nyanya)

Hali ya Mazao:
• Matunda ya nyanya yana mabaka meusi na kuoza kwa juu 🍅❌
• Majani yamekauka na kuwa na rangi ya kahawia au nyeusi 🌿❌

Matibabu ya Haraka:
1. Ondoa na haribu nyanya na majani yaliyoathirika kabisa 🗑️
2. Nyunyizia dawa ya kuzuia fangasi kama Ridomil Gold au Copper oxychloride 💧
3. Hakikisha shamba lina hewa ya kutosha na usimwagilie maji juu ya majani 🚿

Kinga ya Baadaye:
• Panda mbegu bora zinazostahimili magonjwa 🌱✅
• Fanya mzunguko ",
2025-11-27T20:21:12.819Z,anon,text_voice_query,Kuoza chelewa (Late Blight) 🍂,,0.4,100,Kenya,0,"UGONJWA: Kuoza chelewa (Late Blight) 🍂

Hali ya Mazao:
• Majani yana madoa ya kijivu au kahawia yenye ukingo mweupe 🌱
• Mabua na matunda (viazi/nyanya) yanaharibika haraka na kuoza 🥔🍅

Matibabu ya Haraka:
1. Ondoa na choma mimea iliyoathirika kabisa 🔥
2. Nyunyiza dawa ya kuua fangasi kama Ridomil Gold au Copper-based fungicide 💧
3. Hakikisha shamba lina hewa ya kutosha na maji hayasimami 🚿

Kinga ya Baadaye:
• Panda mbegu bora na zinazostahimili ugonjwa 💪
• Epuka kumwagilia juu ya majani",
2025-11-27T20:55:01.601Z,anon,text_voice_query,Hakuna,,0.4,100,Kenya,0,"UGONJWA: Hakuna

Hali ya Mazao:
• Hakuna dalili zilizotajwa
• Mazao yako yanaonekana salama

Matibabu ya Haraka:
1. Hakuna hatua za matibabu zinahitajika
2. Endelea kufuatilia mazao yako
3. Wasiliana tena ukiona dalili zozote

Kinga ya Baadaye:
• Kagua mazao mara kwa mara 🟢
• Tumia mbinu bora za kilimo 🟢",
2025-11-28T04:39:12.145Z,anon,text_voice_query,Hakuna,,0.4,100,Kenya,0,"UGONJWA: Hakuna

Hali ya Mazao:
• Hakuna dalili zozote zilizotajwa
• Mazao yako yanaonekana salama

Matibabu ya Haraka:
1. Hakuna hatua maalum kwa sasa
2. Endelea kufuatilia mazao yako
3. Wasiliana tena ukiona dalili zozote

Kinga ya Baadaye:
• Kagua mazao mara kwa mara 🟢
• Tumia mbinu bora za kilimo 🟢",
2025-11-28T04:39:24.569Z,anon,text_voice_query,Hakuna,,0.4,100,Kenya,0,"UGONJWA: Hakuna

Hali ya Mazao:
• Hakuna dalili za ugonjwa
• Mazao yako salama

Matibabu ya Haraka:
1. Endelea kufuatilia mazao yako
2. Hakikisha unatoa maji na mbolea ipasavyo
3. Ondoa magugu mara kwa mara

Kinga ya Baadaye:
• Fanya ukaguzi wa mara kwa mara shambani 🟢
• Tumia mbegu bora na zenye afya 🟢",
